page	line_AVF
4034319.0	0.28405064
4034320.0	0.28404966
4034321.0	0.28178713
4034322.0	0.2834503
4034323.0	0.2846569
511174637.0	0.93723124
511174638.0	0.94013935
511174639.0	0.9377831
1518296732.0	0.28119248
1518296733.0	0.28300068
2631670712.0	0.32585102
2631670713.0	0.3234704
2631670714.0	0.3253668
2631670715.0	0.3263428
2631670716.0	0.32634583
2631670717.0	0.32395476
2631670718.0	0.32586986
2631670719.0	0.3269647
2631670720.0	0.32696265
2631670721.0	0.3244899
2631670722.0	0.32641485
2631670723.0	0.32748494
2631670724.0	0.3274856
2631670725.0	0.32507113
2631670726.0	0.3269712
2631670727.0	0.32804903
2631670728.0	0.32804978
2631670729.0	0.3255951
2631670730.0	0.32736027
2631670731.0	0.32868537
2631670732.0	0.3286858
2631670733.0	0.32613245
2631670734.0	0.32802406
2631670735.0	0.329179
2631670736.0	0.32918054
2631670737.0	0.32664338
2631670738.0	0.32852823
2631670739.0	0.32978395
2631670740.0	0.32978365
2631670741.0	0.32714346
2631670742.0	0.32902592
2631670743.0	0.33026755
2631670744.0	0.3302663
3296274496.0	0.9300656
3296274497.0	0.9331869
3296274498.0	0.9306267
3296274499.0	0.9336823
3296274500.0	0.9311817
3296274501.0	0.93426067
3296274502.0	0.9317604
3296274503.0	0.93473405
3296274504.0	0.932396
3924601816.0	0.93534064
3924601817.0	0.9330157
3924601818.0	0.93589807
3924601819.0	0.9336169
3924601820.0	0.9364802
3924601821.0	0.9342702
3924601822.0	0.9371312
3924601823.0	0.9347731
3924601824.0	0.9375386
3924601825.0	0.9352211
3924601826.0	0.9380876
3924601827.0	0.93570864
3924601828.0	0.9384903
3924601829.0	0.9361354
3924601830.0	0.9390149
3924601831.0	0.93664837
3924601832.0	0.93963796
5797244857.0	0.6317761
5797244858.0	0.6294719
5797244859.0	0.6312726
5797244860.0	0.6323508
5797244861.0	0.6323499
5797244862.0	0.6300171
5797244863.0	0.6318067
5797244864.0	0.63284457
5797244865.0	0.63284236
5797244866.0	0.6305525
5797244867.0	0.632324
5797244868.0	0.63333637
5797244869.0	0.6333383
5797244870.0	0.6310152
5797244871.0	0.63266677
5797244872.0	0.6338911
5797244873.0	0.6338951
5797244874.0	0.6314844
5797244875.0	0.6332663
5797244876.0	0.6343282
5797244877.0	0.6343286
5797244878.0	0.63199025
5797244879.0	0.63379025
5797244880.0	0.63495326
5797244881.0	0.63495433
5797244882.0	0.6325464
5797244883.0	0.6343427
5797244884.0	0.6354371
5797244885.0	0.6354385
5797244886.0	0.63313085
5797244887.0	0.6348974
5797244888.0	0.63593894
5797244889.0	0.6359412
5797244890.0	0.63362485
5797244891.0	0.63526756
5797244892.0	0.6365079
5797244893.0	0.63650817
5797244894.0	0.63417083
5797244895.0	0.63593554
5797244896.0	0.6369889
5797244897.0	0.6369899
5797244898.0	0.63470554
5797244899.0	0.6364498
5797244900.0	0.6375473
5797244901.0	0.63754755
5797244902.0	0.6352063
5797244903.0	0.63695115
5797244904.0	0.6379685
5797244905.0	0.6379701
5797244906.0	0.6357179
5797244907.0	0.6374532
5797244908.0	0.63850397
5797244909.0	0.63850266
5797244910.0	0.63626844
5797244911.0	0.6378794
5797244912.0	0.6391013
5797244913.0	0.63910306
5797244914.0	0.63680744
5797244915.0	0.63852924
5797244916.0	0.6395472
5797244917.0	0.63954645
5797244918.0	0.63733
5797244919.0	0.6390396
5797244920.0	0.64009196
5797244921.0	0.6400944
5797244922.0	0.6377976
5797244923.0	0.6395182
5797244924.0	0.6405348
5797244925.0	0.64053476
5797244926.0	0.6383376
5797244927.0	0.64006376
5797244928.0	0.64104015
5797244929.0	0.64103836
5797244930.0	0.638837
5797244931.0	0.6404352
5797244932.0	0.6415766
5797244933.0	0.64157903
5797244934.0	0.63930553
5797244935.0	0.6410362
5797244936.0	0.64199054
5797244937.0	0.6419916
5797244938.0	0.6398154
5797244939.0	0.64155143
5797244940.0	0.6425951
5797244941.0	0.64259523
5797244942.0	0.640362
5797244943.0	0.6420946
5797244944.0	0.64302593
5797244945.0	0.6430273
5797244946.0	0.640859
5797244947.0	0.6425853
5797244948.0	0.64353204
5797244949.0	0.6435322
5797244950.0	0.64135677
5797244951.0	0.64295655
5797244952.0	0.6440735
5797244953.0	0.64407426
5797244954.0	0.641846
5797244955.0	0.64357406
5797244956.0	0.6445541
5797244957.0	0.6445543
5797244958.0	0.64234114
5797244959.0	0.64407116
5797244960.0	0.64511174
5797244961.0	0.6451116
5797244962.0	0.64281994
5797244963.0	0.644559
5797244964.0	0.6455417
5797244965.0	0.6455425
5797244966.0	0.6432895
5797244967.0	0.64503264
5797244968.0	0.6460356
5797244969.0	0.6460339
5797244970.0	0.6438085
5797244971.0	0.6454376
5797244972.0	0.64663905
5797244973.0	0.64663893
5797244974.0	0.6443107
5797244975.0	0.6460621
5797244976.0	0.64706326
5797244977.0	0.6470668
5797244978.0	0.6448045
5797244979.0	0.64655733
5797244980.0	0.64762247
5797244981.0	0.6476228
5797244982.0	0.64529455
5797244983.0	0.64704466
5797244984.0	0.6480579
5797244985.0	0.6480617
5797244986.0	0.6458299
5797244987.0	0.6475941
5797244988.0	0.6486037
5797244989.0	0.64860415
5797244990.0	0.6463618
5797244991.0	0.6479814
5797244992.0	0.64916617
5797244993.0	0.64916706
5797244994.0	0.64687026
5797244995.0	0.64861685
5797244996.0	0.649604
5797244997.0	0.6496071
5797244998.0	0.64735466
5797244999.0	0.64910734
5797245000.0	0.6501876
5797245001.0	0.65018547
5797245002.0	0.64790404
5797245003.0	0.6496627
5797245004.0	0.65065813
5797245005.0	0.65066105
5797245006.0	0.6484064
5797245007.0	0.6501619
5797245008.0	0.65114343
5797245009.0	0.6511456
5797245010.0	0.64890754
5797245011.0	0.6505341
5797245012.0	0.6517038
5797245013.0	0.6517056
5797245014.0	0.64939
5797245015.0	0.6511487
5797245016.0	0.6521645
5797245017.0	0.6521637
5797245018.0	0.6499242
5797245019.0	0.6516764
5797245020.0	0.6527198
5797245021.0	0.6527263
5797245022.0	0.6504184
5797245023.0	0.6521715
5797245024.0	0.6531777
5797245025.0	0.6531756
5797245026.0	0.65093267
5797245027.0	0.6526876
5797245028.0	0.6536772
5797245029.0	0.6536802
5797245030.0	0.65143585
5797245031.0	0.65306383
5797245032.0	0.6542915
5797245033.0	0.6542922
5797245034.0	0.65199184
5797245035.0	0.6537469
5797245036.0	0.6547494
5797245037.0	0.65474796
5797245038.0	0.6524752
5797245039.0	0.65422356
5797245040.0	0.6552994
5797245041.0	0.65529746
5797245042.0	0.65297395
5797245043.0	0.65471447
5797245044.0	0.65573823
5797245045.0	0.6557386
5797245046.0	0.6534896
5797245047.0	0.65522856
5797245048.0	0.65626353
5797245049.0	0.656266
5797245050.0	0.6539909
5797245051.0	0.6555964
5797245052.0	0.6568042
5797245053.0	0.65680635
5797245054.0	0.654481
5797245055.0	0.6562081
5797245056.0	0.6572638
5797245057.0	0.6572656
5797245058.0	0.6550164
5797245059.0	0.65672624
5797245060.0	0.65782905
5797245061.0	0.65782714
5797245062.0	0.65554076
5797245063.0	0.65725225
5797245064.0	0.6583183
5797245065.0	0.6583181
5797245066.0	0.6560906
5797245067.0	0.65778565
5797245068.0	0.65882826
5797245069.0	0.6588307
5797245070.0	0.656574
5797245071.0	0.65814096
5797245072.0	0.65935373
5797245073.0	0.65935385
5797245074.0	0.6570802
5797245075.0	0.65877026
5797245076.0	0.65978014
5797245077.0	0.65977997
5797245078.0	0.65760225
5797245079.0	0.65929383
5797245080.0	0.66034657
5797245081.0	0.66034925
5797245082.0	0.65809494
5797245083.0	0.65977746
5797245084.0	0.6607463
5797245085.0	0.66074616
5797245086.0	0.65858155
5797245087.0	0.6602797
5797245088.0	0.6612397
5797245089.0	0.6612413
5797245090.0	0.65910083
5797245091.0	0.66066664
5797245092.0	0.6617859
5797245093.0	0.6617846
5797245094.0	0.659625
5797245095.0	0.6613223
5797245096.0	0.6622635
5797245097.0	0.6622628
5797245098.0	0.6601641
5797245099.0	0.6618509
5797245100.0	0.66278434
5797245101.0	0.66278964
5797245102.0	0.6606193
5797245103.0	0.6623051
5797245104.0	0.66319513
5797245105.0	0.6631958
5797245106.0	0.6610851
5797245107.0	0.66277975
5797245108.0	0.66371274
5797245109.0	0.6637112
5797245110.0	0.6615918
5797245111.0	0.66316926
5797245112.0	0.6642524
5797245113.0	0.66425645
5797245114.0	0.66204894
5797245115.0	0.66374856
5797245116.0	0.66467726
5797245117.0	0.664678
5797245118.0	0.6625013
5797245119.0	0.66422546
5797245120.0	0.6652373
5797245121.0	0.6652378
5797245122.0	0.6629822
5797245123.0	0.6647061
5797245124.0	0.66567487
5797245125.0	0.6656743
5797245126.0	0.66349894
5797245127.0	0.66523606
5797245128.0	0.6662157
5797245129.0	0.6662171
5797245130.0	0.6639838
5797245131.0	0.66559976
5797245132.0	0.6667308
5797245133.0	0.6667338
5797245134.0	0.6644243
5797245135.0	0.66618425
5797245136.0	0.66717106
5797245137.0	0.6671704
5797245138.0	0.66495055
5797245139.0	0.6667181
5797245140.0	0.667758
