page	line_AVF
12954820911.0	0.32427624
12954820912.0	0.32505292
12954820913.0	0.3258296
12954820914.0	0.32659823
12954820915.0	0.32737324
12954820916.0	0.3281499
12954820917.0	0.32892638
12954820918.0	0.32969582
12954820919.0	0.33047208
12954820920.0	0.3312469
12954820921.0	0.3320245
12954820922.0	0.33279297
12954820923.0	0.3335695
12954820924.0	0.33434603
12954820925.0	0.335164
12954820926.0	0.3359547
12954820927.0	0.33674958
12954820928.0	0.33754432
12954820929.0	0.33832896
12954820930.0	0.33912474
12954820931.0	0.33991733
12954820932.0	0.3407098
12954820933.0	0.3415045
12954820934.0	0.3422968
12954820935.0	0.3430909
12954820936.0	0.34387857
12954820937.0	0.34466943
12954820938.0	0.34546426
12954820939.0	0.3462584
12954820940.0	0.3470429
12954820941.0	0.3478387
12954820942.0	0.34863183
12954820943.0	0.34942383
12954820944.0	0.3502185
12954820945.0	0.35101065
12954820946.0	0.35180515
12954820947.0	0.35259283
12954820948.0	0.35338354
12954820949.0	0.3541784
12954820950.0	0.35497317
12954820951.0	0.35575777
12954820952.0	0.35655358
12954820953.0	0.35734618
12954820954.0	0.35813865
12954820955.0	0.35893336
12954820956.0	0.3782955
12954820957.0	0.35992727
12954820958.0	0.36071944
12954820959.0	0.3615136
12954820960.0	0.36230743
12954820961.0	0.36309215
12954820962.0	0.3638871
12954820963.0	0.36468077
12954820964.0	0.36546713
12954820965.0	0.3662615
12954820966.0	0.36705428
12954820967.0	0.36784858
12954820968.0	0.36863607
12954820969.0	0.36942878
12954820970.0	0.370223
12954820971.0	0.37101674
12954820972.0	0.3718014
12954820973.0	0.3725966
12954820974.0	0.37339026
12954820975.0	0.37417653
12954820976.0	0.3749684
12954820977.0	0.37575662
12954820978.0	0.3765508
12954820979.0	0.3773382
12954820980.0	0.3781305
12954820981.0	0.37892464
12954820982.0	0.37971848
12954820983.0	0.38050318
12954820984.0	0.38129815
12954820985.0	0.38209182
12954820986.0	0.38287815
12954820987.0	0.38367257
12954820988.0	0.40259397
12954820989.0	0.3852619
12954820990.0	0.38602945
12954820991.0	0.38680485
12954820992.0	0.38758075
12954820993.0	0.38834906
12954820994.0	0.38911638
12954820995.0	0.38989204
12954820996.0	0.3906683
12954820997.0	0.39143628
12954820998.0	0.39221105
12954820999.0	0.3929875
12954821000.0	0.3937638
12954821001.0	0.39453164
12954821002.0	0.39530703
12954821003.0	0.39608264
12954821004.0	0.39685082
12954821005.0	0.39761832
12954821006.0	0.3983939
12954821007.0	0.39917022
12954821008.0	0.39993834
12954821009.0	0.40071303
12954821010.0	0.4014895
12954821011.0	0.4022658
12954821012.0	0.4030336
12954821013.0	0.4038089
12954821014.0	0.40458456
12954821015.0	0.4053527
12954821016.0	0.40612006
12954821017.0	0.40689567
12954821018.0	0.40767205
12954821019.0	0.42020923
12954821020.0	0.40940636
12954821021.0	0.41017482
12954821022.0	0.41095176
12954821023.0	0.41172817
12954821024.0	0.4124971
12954821025.0	0.41327304
12954821026.0	0.4140484
12954821027.0	0.41482523
12954821028.0	0.41559404
12954821029.0	0.41636977
12954821030.0	0.41714668
12954821031.0	0.4179156
12954821032.0	0.41868407
12954821033.0	0.419461
12954821034.0	0.42023727
12954821035.0	0.42100647
12954821036.0	0.42178228
12954821037.0	0.42255804
12954821038.0	0.4233348
12954821039.0	0.4241036
12954821040.0	0.42487934
12954821041.0	0.4256564
12954821042.0	0.42642486
12954821043.0	0.42719337
12954821044.0	0.42797032
12954821045.0	0.4287467
12954821046.0	0.42951563
12954821047.0	0.43029156
12954821048.0	0.4310672
12954821049.0	0.43184412
12954821050.0	0.44464266
12954821051.0	0.6287339
12954821052.0	0.6287331
12954821053.0	0.62875044
12954821054.0	0.55568385
12954821055.0	0.5995436
12954821056.0	0.5309635
12954821057.0	0.43352753
12954821058.0	0.4343197
12954821059.0	0.43510783
12954821060.0	0.43590024
12954821061.0	0.43669292
12954821062.0	0.43748882
12954821063.0	0.43827346
12954821064.0	0.4390667
12954821065.0	0.43986166
12954821066.0	0.44065312
12954821067.0	0.44143975
12954821068.0	0.4422339
12954821069.0	0.44302592
12954821070.0	0.44380856
12954821071.0	0.4445999
12954821072.0	0.44539228
12954821073.0	0.4461872
12954821074.0	0.4469656
12954821075.0	0.447753
12954821076.0	0.44854727
12954821077.0	0.4493386
12954821078.0	0.45012522
12954821079.0	0.45091954
12954821080.0	0.4517117
12954821081.0	0.45249987
12954821082.0	0.45329225
12954821083.0	0.45408493
12954821084.0	0.45488083
12954821085.0	0.45566547
12954821086.0	0.45645872
12954821087.0	0.46305645
12954821088.0	0.45823872
12954821089.0	0.4590319
12954821090.0	0.45981953
12954821091.0	0.46061334
12954821092.0	0.46140596
12954821093.0	0.462201
12954821094.0	0.46298665
12954821095.0	0.46378016
12954821096.0	0.46457517
12954821097.0	0.4653607
12954821098.0	0.46615276
12954821099.0	0.46694782
12954821100.0	0.46774042
12954821101.0	0.4685283
12954821102.0	0.46932223
12954821103.0	0.47011495
12954821104.0	0.47090977
12954821105.0	0.4716953
12954821106.0	0.47248906
12954821107.0	0.47328416
12954821108.0	0.47406933
12954821109.0	0.4748611
12954821110.0	0.47565603
12954821111.0	0.47644922
12954821112.0	0.4772368
12954821113.0	0.47803062
12954821114.0	0.47882327
12954821115.0	0.4796183
12954821116.0	0.48040393
12954821117.0	0.48119745
12954821118.0	0.48766723
12954821119.0	0.48278776
12954821120.0	0.48356268
12954821121.0	0.48433733
12954821122.0	0.48511282
12954821123.0	0.48588067
12954821124.0	0.48665634
12954821125.0	0.4874317
12954821126.0	0.48820546
12954821127.0	0.48898053
12954821128.0	0.48975623
12954821129.0	0.4905318
12954821130.0	0.49129948
12954821131.0	0.49207428
12954821132.0	0.492849
12954821133.0	0.49362448
